#filename,assembly_ID,order,order_details,family,family_details,genus_species,number_of_specimen,stage,sample_location,sample_date,bloodfeeding
121030_I251_FCC19KWACXX_L3_INSeqtTDYRAAPEI-20.free.fas,INSeqtTDYRAAPEI-20,Hemiptera,Sternorrhyncha,Phylloxeridae,NA,Daktulosphaira_vitifoliae,ca_650,adult,France_lab_culture_at_Bordeaux_Sciences_Agro,Jul-2012,no
121030_I251_FCC19KWACXX_L3_INSeqtTDZRAAPEI-21.free.fas,INSeqtTDZRAAPEI-21,Zygentoma,NA,Lepismatidae,NA,Neoasterolepisma_myrmecobia,20,adult,Spain_Canary_Islands_Tenerife_Bosque_de_la_Esperanza_in_ant_nest,12-Jun-2012,no
121030_I251_FCC19KWACXX_L3_INSeqtTEARAAPEI-22.free.fas,INSeqtTEARAAPEI-22,Odonata,Anisoptera,Libellulidae,NA,Diplacodes_lefebvrii,1,adult,Israel_Hof_Ashkelon,02-Jun-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTAARAAPEI-18.free.fas,INSeqtTAARAAPEI-18,Trichoptera,NA,Hydropsychidae,NA,Arctopsyche_palpata,1,adult,Russia_Primorsky,09-Jul-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTABRAAPEI-19.free.fas,INSeqtTABRAAPEI-19,Trichoptera,NA,Phryganopsychidae,NA,Phryganopsyche_latipennis,2,adult,Russia_Primorsky,Jul-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTABRAAPEI-44.free.fas,INSeqtTABRAAPEI-44,Myriapoda,Symphyla,Scutigerellidae,NA,Hanseniella_sp,56,not_determined,Japan_Nagano_Nagano-city_Wakaho_Hoshina,May-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTACRAAPEI-20.free.fas,INSeqtTACRAAPEI-20,Trichoptera,NA,Goeridae,NA,Goera_horni,1,adult,Russia_Primorsky,11-Jul-2011,no
121221_I260_FCC1GFFACXX_L1_INSeqtTACRAAPEI-45.free.fas,INSeqtTACRAAPEI-45,Odonata,Anisoptera,Libellulidae,NA,Brachythemis_leucosticta,2,adult,Israel_Northern_District,28-May-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTADRAAPEI-21.free.fas,INSeqtTADRAAPEI-21,Trichoptera,NA,Goeridae,NA,Goera_horni,1,adult,Russia_Primorsky_Arkipovka,17-Jul-2011,no
121221_I260_FCC1GFFACXX_L1_INSeqtTAFRAAPEI-30.free.fas,INSeqtTAFRAAPEI-30,Trichoptera,NA,Hydrobiosidae,NA,Apsilochorema_sutshanum,2,adult,Russia_Primorsky,Jul-2012,no
121221_I260_FCC1GFFACXX_L1_INSeqtTAGRAAPEI-31.free.fas,INSeqtTAGRAAPEI-31,Trichoptera,NA,Limnephilidae,NA,Ecclisomyia_kamtashatica,1,adult,Russia_Primorsky,16-Jul-2011,no
121221_I260_FCC1GFFACXX_L1_INSeqtTAIRAAPEI-34.free.fas,INSeqtTAIRAAPEI-34,Trichoptera,NA,Limnephilidae,NA,Dicosmoecus_jozankeanus,1,larva,Russia_Primorsky,20-Jul-2011,no
121221_I260_FCC1GFFACXX_L1_INSeqtTAJRAAPEI-35.free.fas,INSeqtTAJRAAPEI-35,Grylloblattodea,NA,Grylloblattidae,NA,Grylloblattina_djakonovi,NA,NA,Russia_Primorsky_Krai_Mnogoudobnoye,21-Jul-2012,no
121221_I260_FCC1GFFACXX_L1_INShkeTCJRAAPEI-41.free.fas,INShkeTCJRAAPEI-41,Hemiptera,Heteroptera,Notonectidae,NA,Notonecta_glauca,6,adult,Germany_North_Rhine-Westphalia_Rheinland_Nature_Park_Kottenforst,10-May-2011,no
121221_I260_FCC1GFFACXX_L1_INShkeTCSRAAPEI-74.free.fas,INShkeTCSRAAPEI-74,Hymenoptera,NA,Cephidae,NA,Cephus_spinipes,6,adult,Germany_North_Rhine-Westphalia_Bonn_Kottenforst,31-May-2012,no
121221_I260_FCC1GFFACXX_L1_INSlupTABRAAPEI-37.free.fas,INSlupTABRAAPEI-37,Orthoptera,Caelifera,Episactidae,NA,Pielomastax_soochowensis,NA,adult,China_Zhejiang_Province_Hangzhou_Shi_Mountain_Qingliang,05-Aug-2012,no
121221_I260_FCC1GFFACXX_L1_INSlupTACRAAPEI-39.free.fas,INSlupTACRAAPEI-39,Orthoptera,Caelifera,Tridactylidae,NA,Xya_japonica,10,adult,China_Hebei_Province_Baoding,01-Sep-2012,no
121221_I260_FCC1GFFACXX_L1_INSlupTAJRAAPEI-56.free.fas,INSlupTAJRAAPEI-56,Grylloblattodea,NA,Grylloblattidae,NA,Grylloblattella_sp,1,NA,Russia_Altai_Sumultinskij_Mountain,03-Jul-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTAXRAAPEI-11.free.fas,INSlupTAXRAAPEI-11,Lepidoptera,NA,Crambidae,NA,Crambus_sp,4,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf_Elbauenstation,11-Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTAYRAAPEI-12.free.fas,INSlupTAYRAAPEI-12,Hymenoptera,NA,Melittidae,NA,Dasypoda_hirtipes,1,adult,Germany_Lower_Saxony_near_Laasche,11-Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTAZRAAPEI-13.free.fas,INSlupTAZRAAPEI-13,Hymenoptera,NA,Vespidae,NA,Quartinia_thebaica,8,adult,Israel_Wadi_Ze_elim,25-May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBARAAPEI-14.free.fas,INSlupTBARAAPEI-14,Mantodea,NA,Hymenopodidae,Hymenopodinae,Hymenopus_coronatus,1,adult,Germany_lab_culture,30-Jul-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBBRAAPEI-15.free.fas,INSlupTBBRAAPEI-15,Hymenoptera,NA,Crabronidae,NA,Lestica_clypeata,3,adult,Germany_Baden-Wuertemberg,06-May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBDRAAPEI-17.free.fas,INSlupTBDRAAPEI-17,Hymenoptera,NA,Crabronidae,NA,Mellinus_arvensis,2,adult,Germany_Rhineland-Palatinate_Osthofen,21-Jun-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBERAAPEI-18.free.fas,INSlupTBERAAPEI-18,Hemiptera,Heteroptera,Naucoridae,NA,Ilyocoris_cimicoides,1,not_determined,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBGRAAPEI-20.free.fas,INSlupTBGRAAPEI-20,Lepidoptera,NA,Sesiidae,NA,Bembecia_ichneumoniformis,3,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf_Elbdeich,27-Jul-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBHRAAPEI-21.free.fas,INSlupTBHRAAPEI-21,Hymenoptera,NA,Crabronidae,NA,Passaloecus_eremita,7,adult,Germany_Hesse_Darmstadt,10-May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBIRAAPEI-22.free.fas,INSlupTBIRAAPEI-22,Diptera,Brachycera,Tabanidae,NA,Haematopota_pluvialis,3,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,09-Aug-2012,yes-adults
121221_I260_FCC1GFFACXX_L3_INSlupTBJRAAPEI-30.free.fas,INSlupTBJRAAPEI-30,Hymenoptera,NA,Crabronidae,NA,Spilomena_beata,34,adult,Germany_Rhineland-Palatinate_Albersweiler,2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBKRAAPEI-31.free.fas,INSlupTBKRAAPEI-31,Hemiptera,Auchenorrhyncha_Fulgoromorpha,Cixiidae,NA,Tachycixius_pilosus,6,adult,Germany_Thuringia_Jena,May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBLRAAPEI-33.free.fas,INSlupTBLRAAPEI-33,Hymenoptera,NA,Sphecidae,NA,Ammophila_sabulosa,1,adult,Germany_Lower_Saxony_Pevestorf_Elbauenstation,28-Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBMRAAPEI-34.free.fas,INSlupTBMRAAPEI-34,Hemiptera,Heteroptera,Aphelocheiridae,NA,Aphelocheirus_aestivalis,3,adult,Germany_Thuringia_Maua,01-Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBNRAAPEI-35.free.fas,INSlupTBNRAAPEI-35,Hymenoptera,NA,Orussidae,NA,Orussus_unicolor,10,adult,Germany_Hesse_Darmstadt,10-May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBORAAPEI-36.free.fas,INSlupTBORAAPEI-36,Lepidoptera,NA,Lasiocampidae,NA,Dendrolimus_pini,2,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf_Elbauenstation,09-Aug-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBPRAAPEI-37.free.fas,INSlupTBPRAAPEI-37,Hemiptera,Heteroptera,Saldidae,NA,Saldula_saltatoria,ca_10,adult,Germany_Thuringia_Maua,01-May-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBQRAAPEI-39.free.fas,INSlupTBQRAAPEI-39,Grylloblattodea,NA,Grylloblattidae,NA,Galloisiana_sinensis,1,NA,China_Jilin_Changbaishan_Chanbai_Mountain,16-Jul-2012,no
121221_I260_FCC1GFFACXX_L3_INSlupTBSRAAPEI-43.free.fas,INSlupTBSRAAPEI-43,Odonata,Anisoptera,Ashnidae,NA,Aeshna_viridis,1,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,27-Aug-2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTAARAAPEI-36.free.fas,INSlupTAARAAPEI-36,Orthoptera,Caelifera,Acrididae,Melanoplinae_Podismini,Zubovskia_Zubovskya_sp,NA,adult,China_Tahe_County_Heilongjiang_Province_Yongqing_Forest_Farm,17-Aug-2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTBFRAAPEI-19.free.fas,INSlupTBFRAAPEI-19,Hymenoptera,NA,Melittidae,NA,Melitta_haemorrhoidalis,4,adult,Germany_Hesse_Gersfeld_Gemarkung_Hettenhausen_oewer_Trei_Weyherser_Bergfeld,26-Jul-2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTBRRAAPEI-41.free.fas,INSlupTBRRAAPEI-41,Hymenoptera,NA,Ampulicidae,NA,Ampulex_compressa,1,adult,Lab_culture_of_unknown_geographical_origin,2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTBTRAAPEI-44.free.fas,INSlupTBTRAAPEI-44,Lepidoptera,NA,Pterophoridae,NA,Pterophorus_pentadactyla,2,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf_Elbauenstation,28-Aug-2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTBURAAPEI-45.free.fas,INSlupTBURAAPEI-45,Mantodea,NA,Hymenopodidae,NA,Acromantis_sp,1,adult,Germany_Lab_culture_with_samples_originating_from_Hong_Kong,Aug-2012,no
121221_I260_FCC1GFFACXX_L8_INSlupTBVRAAPEI-46.free.fas,INSlupTBVRAAPEI-46,Mantodea,NA,Mantidae,NA,Nilomantis_floweri,1,NA,Germany_Lab_culture_with_samples_originating_from_Oman,2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAARAAPEI-93.free.fas,INSqiqTAARAAPEI-93,Crustacea,Malacostaca_Stomatopoda,Gonodactylidae,NA,Gonodactylus_chiragra,1,not_determined,Germany_labstock_Mrutzek_Meeresaquaristik_origin_unclear,06-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTABRABPEI-11.free.fas,INSqiqTABRABPEI-11,Diplura,NA,Japygidae,NA,Metajapyx_braueri,2,adult,Austria_Vienna_XIX_Doebling_Leopoldsberg,Apr-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTACRABPEI-13.free.fas,INSqiqTACRABPEI-13,Dermaptera,NA,Chelisochidae,NA,Proreus_simulans,3,adult,Japan_Isobe_Ishigaki_Island_Okinawa,07-Apr-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTADRAAPEI-14.free.fas,INSqiqTADRAAPEI-14,Archaeognatha,NA,Machilidae,NA,Petrobius_brevistylis,4,NA,Netherlands_North_Holland_Westzaan_-_Noordzeekanaal_Dyke,27-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAERAAPEI-15.free.fas,INSqiqTAERAAPEI-15,Raphidioptera,NA,Raphidiidae,NA,Agulla_sp,1,NA,USA_Idaho_Blaine_County_Sawtooth_National_Forrest,24-Jun-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAFRAAPEI-16.free.fas,INSqiqTAFRAAPEI-16,Neuroptera,NA,Ascalaphidae,NA,Ascalaphidae_sp,1,adult,Gabon_Ivindo_National_Park,11-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAGRAAPEI-55.free.fas,INSqiqTAGRAAPEI-55,Hymenoptera,NA,Crabronidae,NA,Stizus_continuus,1,adult,Spain_Valencia_El_Saler,21-Aug-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAHRAAPEI-18.free.fas,INSqiqTAHRAAPEI-18,Hymenoptera,NA,Scelionidae,NA,Telenomus_sp,ca_100,adult,Lab_culture_of_unknown_geographical_origin,10-Aug-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAIRAAPEI-20.free.fas,INSqiqTAIRAAPEI-20,Hymenoptera,NA,Ichneumonidae,NA,Heteropelma_amictum,1,adult,Switzerland_Bern_Eymatt,17-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAJRAAPEI-21.free.fas,INSqiqTAJRAAPEI-21,Crustacea,Copepoda_Harpacticoida,Tisbidae,NA,Tisbe_furcata,850,NA,Austria_labstock_Vienna_Haus_des_Meeres_origin_unclear,Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAKRABPEI-22.free.fas,INSqiqTAKRABPEI-22,Odonata,Anisoptera,Cordulegastridae,NA,Anotogaster_sieboldii,1,adult,Japan_Nagano_Suzaka,24-Jul-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTALRAAPEI-30.free.fas,INSqiqTALRAAPEI-30,Dermaptera,NA,Spongiphoridae,NA,Nesogaster_amoenus,7,adult,Malaysia_Selangor_Ulu_Gombak_Taman_Rimba_Komanwel,04-Apr-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAMRAAPEI-31.free.fas,INSqiqTAMRAAPEI-31,Odonata,Zygoptera,Chlorocyphidae,NA,Chlorocypha_cyanifrons,1,adult,Gabon_Ivindo_National_Park,15-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTANRABPEI-33.free.fas,INSqiqTANRABPEI-33,Raphidioptera,NA,Inocelliidae,NA,Inocellia_japonica,5,adult,Japan_Nagano_Ueda_Sugadaira_Kogen_Sugadaira_Montane_Research_Center,03-Jul-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAORAAPEI-34.free.fas,INSqiqTAORAAPEI-34,Neuroptera,NA,Myrmeleontidae,NA,Megistoleon_ritsemae,1,adult,Gabon_Ivindo_National_Park,18-Sep-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTAQRAAPEI-37.free.fas,INSqiqTAQRAAPEI-37,Hymenoptera,NA,Ichneumonidae,NA,Ichneumon_albiger,1,adult,Switzerland_Bern_Gurnigel_Wasserscheide,16-Jun-2012,no
130112_I269_FCC1M19ACXX_L2_INSqiqTARRAAPEI-39.free.fas,INSqiqTARRAAPEI-39,Hymenoptera,NA,Braconidae,NA,Macrocentrus_marginator,1,adult,Sweden_Uppland_Hultmanstorp,25-Aug-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTADRAAPEI-41.free.fas,INSlupTADRAAPEI-41,Orthoptera,Caelifera,Pamphagidae,Pamphaginae,Haplotropis_brunneriana,NA,adult,China_Hebei_Province_Jingxing_Shi_Shijiazhuang,23-Aug-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTAERAAPEI-43.free.fas,INSlupTAERAAPEI-43,Mantodea,NA,Eremiaphilidae,NA,Eremiaphila_braueri,1,NA,Germany_Lab_culture_with_samples_originating_from_Oman_Dhofar_Muntasir,13-Sep-2011,no
130112_I269_FCC1M19ACXX_L8_INSlupTAFRAAPEI-44.free.fas,INSlupTAFRAAPEI-44,Hemiptera,Auchenorrhyncha_Cicadomorpha,Aphrophoridae,NA,Aphrophora_alni,ca_7,adult,Germany_Thuringia_Jena,30-Jul-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTAGRAAPEI-45.free.fas,INSlupTAGRAAPEI-45,Hymenoptera,NA,Vespidae,NA,Ancistrocerus_nigricornis,1,adult,Germany_Rhineland-Palatinate_Albersweiler,23-Mar-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTAHRAAPEI-46.free.fas,INSlupTAHRAAPEI-46,Neuroptera,NA,Nevrorthidae,NA,Nevrorthus_apatelios,10,adult,Italy_Pordenone_Barcis_Arcola,01-Aug-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTAIRAAPEI-47.free.fas,INSlupTAIRAAPEI-47,Hymenoptera,NA,Vespidae,NA,Symmorphus_murarius,1,adult,Germany_Rhineland-Palatinate_Fischbach_near_Dahn,22-Jun-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTALRAAPEI-62.free.fas,INSlupTALRAAPEI-62,Hemiptera,Heteroptera_Pentatomorpha,Aradidae,NA,Aradus_betulae,15,not_determined,Austria_Vienna_Heustadelwasser,05-Jul-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTARRAAPEI-88.free.fas,INSlupTARRAAPEI-88,Hymenoptera,NA,Vespidae,NA,Eumenes_papillarius,1,adult,Germany_Baden-Wuerttemberg_Rheinau,23-Jun-2012,no
130112_I269_FCC1M19ACXX_L8_INSlupTAWRAAPEI-9.free.fas,INSlupTAWRAAPEI-9,Hymenoptera,NA,Megachilidae,NA,Lithurgus_chrysurus,2,adult,Israel_0_5_km_SE_HaBikurim,01-Jun-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAARAAPEI-215.free.fas,INSntgTAARAAPEI-215,Raphidioptera,NA,Raphidiidae,NA,Ohmella_baetica_bolivari,1,adult,Portugal_Castelo_Branco_Fundao,07-Jun-2007,no
130125_I266_FCC1MY6ACXX_L3_INSntgTABRAAPEI-216.free.fas,INSntgTABRAAPEI-216,Neuroptera,NA,Coniopterygidae,NA,Coniopteryx_sp,10,adult,Austria_Lower_Austria_Krems-Land_Duernstein,27-May-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTACRAAPEI-218.free.fas,INSntgTACRAAPEI-218,Neuroptera,NA,Coniopterygidae,NA,Semidalis_aleyrodiformis,19,adult,Austria_Lower_Austria_Krems-Land_Duernstein,27-May-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTADRAAPEI-219.free.fas,INSntgTADRAAPEI-219,Mecoptera,NA,Boreidae,NA,Caurinus_dectes,ca_25,larva,USA_Oregon_Benton_County_Marys_Peak,May-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAERAAPEI-220.free.fas,INSntgTAERAAPEI-220,Trichoptera,NA,Calamoceratidae,NA,Anisocentropus_pallidus,1,larva,Australia_Australian_Capital_Territory,08-Dec-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAFRAAPEI-221.free.fas,INSntgTAFRAAPEI-221,Hymenoptera,NA,Ampulicidae,NA,Dolichurus_corniculus,1,adult,Germany_Rhineland-Palatinate_Neuleiningen,23-Jun-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAGRAAPEI-222.free.fas,INSntgTAGRAAPEI-222,Diptera,nematocerans,Perissommatidae,NA,Perissomma_mcalpinei,18,adult,Australia_New_South_Wales_Tallaganda_National_Park,Jul-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAHRAAPEI-223.free.fas,INSntgTAHRAAPEI-223,Hymenoptera,NA,Chrysididae,Chrysidinae,Chrysis_gracillima,2,adult,Germany_Rhineland-Palatinate_Godramstein_Germany_Rhineland-Palatinate_Buechlberg,Jul-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAIRAAPEI-225.free.fas,INSntgTAIRAAPEI-225,Collembola,NA,Hypogastruridae,NA,Ceratophysella_communis,130,not_determined,Japan_labstock_National_Institute_of_Fruit_Tree_Science_Kannondai,06-Jun-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAJRAAPEI-227.free.fas,INSntgTAJRAAPEI-227,Protura,NA,Acerentomidae,NA,Nipponentomon_nippon,171,not_determined,Japan_Nagano_Ueda-city_Sanada_Shinko-ji,2012_6_months_sampling,no
130125_I266_FCC1MY6ACXX_L3_INSntgTAMRAAPEI-203.free.fas,INSntgTAMRAAPEI-203,Diplura,NA,Japygidae,NA,Dipljapyx_humberti,1,juvenile,Germany_Rhineland-Palatinate_Bausenberg_near_Niederzissen,22-Oct-2012,no
130125_I266_FCC1MY6ACXX_L3_INSntgTANRAAPEI-204.free.fas,INSntgTANRAAPEI-204,Collembola,NA,Neanuridae,NA,Bilobella_aurantiaca,91,adult,Italy_Tuscany_Siena_Co_Montalbuccio_near_castle,22-Oct-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTAKRAAPEI-201.free.fas,INSntgTAKRAAPEI-201,Embioptera,NA,Scelembiidae,NA,Rhagadochir_virgo,NA,adult,USA_lab_culture,08-Nov-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTALRAAPEI-202.free.fas,INSntgTALRAAPEI-202,Collembola,NA,Cyphoderidae,NA,Cyphoderus_bidenticulatus,31,not_determined,Italy_Sicily_Catania_Etna_lava_field_under_stones_1_250_m,01-Nov-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTAORAAPEI-205.free.fas,INSntgTAORAAPEI-205,Diplura,NA,Japygidae,NA,Megajapyx_major,5,adult,Italy_Sicily_Siracusa_Lentini,02-Nov-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTAPRAAPEI-206.free.fas,INSntgTAPRAAPEI-206,Hymenoptera,NA,Tanaostigmatidae,NA,Tanaostigmodes_howardii,14,adult,USA_Arizona_Cochise_County_Foothills_Road,14-Sep-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTAQRAAPEI-207.free.fas,INSntgTAQRAAPEI-207,Coleoptera,NA,Derodontidae,NA,Laricobius_nigrinus,10,adult,USA_Lab_culture_with_samples_from_Virginia_Virginia_Tech_University_Scott_Salom_lab,Jun-2012,no
130129_I247_FCD1R2AACXX_L1_INSntgTARRAAPEI-208.free.fas,INSntgTARRAAPEI-208,Coleoptera,NA,Hydroscaphidae,NA,Hydroscapha_redfordi,25,adult,USA_Idaho_Idaho_County,Jun-2011,no
130206_I238_FCC1LVUACXX_L1_INSlupTAKRAAPEI-57.free.fas,INSlupTAKRAAPEI-57,Hemiptera,Auchenorrhyncha_Cicadomorpha,Ulopidae,NA,Ulopa_reticulata,few,adult,Germany_Lower_Saxony_Helstorf,26-Jun-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAMRAAPEI-74.free.fas,INSlupTAMRAAPEI-74,Hymenoptera,NA,Andrenidae,NA,Panurgus_dentipes,4,adult,Germany_Hesse_Lorch_am_Rhein,Jun-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTANRAAPEI-75.free.fas,INSlupTANRAAPEI-75,Mantodea,NA,Mantidae,NA,Pseudempusa_pinnapavonis,1,NA,Germany_Lab_culture_with_samples_originating_from_Thailand,20-Jul-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAORAAPEI-79.free.fas,INSlupTAORAAPEI-79,Hemiptera,Heteroptera_Nepomorpha,Corixidae,NA,Corixa_punctata,2,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,10-Aug-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAPRAAPEI-84.free.fas,INSlupTAPRAAPEI-84,Hymenoptera,NA,Vespidae,NA,Discoelius_zonalis,1,adult,Germany_Rhineland-Palatinate_Osthofen,21-Jun-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAQRAAPEI-87.free.fas,INSlupTAQRAAPEI-87,Mantodea,NA,Mantidae,NA,Tropidomantis_tenera,1,adult,Germany_Lab_culture_with_samples_originating_from_Thailand_Krabi_Phanom_Bencha_Mountain_Resort,2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTASRAAPEI-89.free.fas,INSlupTASRAAPEI-89,Hemiptera,Auchenorrhyncha_Fulgoromorpha,Dictyopharidae,NA,Dictyophara_europaea,ca_10,adult,Germany_Thuringia_Jena,31-Jul-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTATRAAPEI-90.free.fas,INSlupTATRAAPEI-90,Hymenoptera,NA,Torymidae,NA,Podagrion_pachymerum,52,adult,Slovakia_Rudno_nad_Hronom,Jan-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAURAAPEI-94.free.fas,INSlupTAURAAPEI-94,Diptera,Brachycera,Sciomyzidae,NA,Limnia_unguicornis,4,adult,Germany_North_Rhine-Westphalia_Bonn_Zoologisches_Forschungsmuseum_Alexander_Koenig,30-Jul-2012,no
130206_I238_FCC1LVUACXX_L1_INSlupTAVRAAPEI-95.free.fas,INSlupTAVRAAPEI-95,Dermaptera,NA,Forficulidae,NA,Apterygida_media,6,adult,Germany_Lower_Saxony_Hoehbeck,11-Aug-2012,no
130206_I238_FCC1LVUACXX_L1_INSobdTBARAAPEI-83.free.fas,INSobdTBARAAPEI-83,Odonata,Zygoptera,Megapodagrionidae,NA,Heteragrion_breweri,1,adult,Ecuador_Esmeraldas,13-May-2012,no
130206_I238_FCC1LVUACXX_L1_INSqiqTBFRAAPEI-61.free.fas,INSqiqTBFRAAPEI-61,Hymenoptera,NA,Chrysididae,Chrysidinae,Praestochrysis_megerlei,2,adult,Italy_Emilia-Romagna_Parma_Oriano,29-Aug-2012,no
130206_I238_FCC1LVUACXX_L1_INSqiqTBGRAAPEI-62.free.fas,INSqiqTBGRAAPEI-62,Hymenoptera,NA,Vespidae,NA,Microdynerus_nugdunensis,1,adult,Germany_Rhineland-Palatinate_Hochstadt_Pfalz,10-Jun-2012,no
130206_I238_FCC1LVUACXX_L1_INSqiqTBIRAAPEI-72.free.fas,INSqiqTBIRAAPEI-72,Dermaptera,NA,Labiduridae,NA,Labidura_riparia,1,adult,Japan_Saiki_Tsukuba_Ibaraki,09-May-2012,no
130206_I238_FCC1LVUACXX_L2_INSqiqTBJRAAPEI-75.free.fas,INSqiqTBJRAAPEI-75,Dermaptera,NA,Pygidicranidae,NA,Parapsalis_infernalis,5,NA,Japan_Sumiyo_Amami-O-shima_Kagoshima,12-Mar-2010,no
130206_I238_FCC1LVUACXX_L2_INSqiqTBKRAAPEI-79.free.fas,INSqiqTBKRAAPEI-79,Odonata,Anisoptera,Macromiidae,NA,Phyllomacromia_sp,1,larva,Gabon_Ivindo_National_Park,10-Sep-2012,no
130206_I238_FCC1LVUACXX_L2_INSqiqTBLRAAPEI-83.free.fas,INSqiqTBLRAAPEI-83,Neuroptera,NA,Myrmeleontidae,NA,Myrmeleon_formicarius,1,adult,Japan_Ibaraki_Tsukuba,25-Jun-2012,no
130206_I238_FCC1LVUACXX_L2_INSqiqTBMRAAPEI-84.free.fas,INSqiqTBMRAAPEI-84,Hemiptera,Auchenorrhyncha_Fulgoromorpha,Caliscelidae,NA,Caliscelis_bonellii,8,adult,Italy_Umbria_Perugia_NE_of_San_Vito,02-Sep-2012,no
